matrix,mode,opt_level,schedule,chunk_size,num_threads,perc90_elapsed_time
tmt_sym.mtx,parallel,-O3,static,1000,64,0.8353
tmt_sym.mtx,parallel,-O3,static,10000,1,5.2876
tmt_sym.mtx,parallel,-O3,static,10000,2,6.08609
tmt_sym.mtx,parallel,-O3,static,10000,4,4.40593
tmt_sym.mtx,parallel,-O3,static,10000,8,2.34163
tmt_sym.mtx,parallel,-O3,static,10000,16,1.36573
tmt_sym.mtx,parallel,-O3,static,10000,32,0.95592
tmt_sym.mtx,parallel,-O3,static,10000,64,0.79777
tmt_sym.mtx,parallel,-O3,dynamic,1,1,15.81955
tmt_sym.mtx,parallel,-O3,dynamic,1,2,81.08103
tmt_sym.mtx,parallel,-O3,dynamic,1,4,81.98869
tmt_sym.mtx,parallel,-O3,dynamic,1,8,63.02576
tmt_sym.mtx,parallel,-O3,dynamic,1,16,58.37066
tmt_sym.mtx,parallel,-O3,dynamic,1,32,54.64392
tmt_sym.mtx,parallel,-O3,dynamic,1,64,50.48792
tmt_sym.mtx,parallel,-O3,dynamic,10,1,6.49991
tmt_sym.mtx,parallel,-O3,dynamic,10,2,14.78658
tmt_sym.mtx,parallel,-O3,dynamic,10,4,11.99036
tmt_sym.mtx,parallel,-O3,dynamic,10,8,8.85372
tmt_sym.mtx,parallel,-O3,dynamic,10,16,6.57473
tmt_sym.mtx,parallel,-O3,dynamic,10,32,7.10056
tmt_sym.mtx,parallel,-O3,dynamic,10,64,8.50236
tmt_sym.mtx,parallel,-O3,dynamic,100,1,5.45616
tmt_sym.mtx,parallel,-O3,dynamic,100,2,6.98578
tmt_sym.mtx,parallel,-O3,dynamic,100,4,4.89912
tmt_sym.mtx,parallel,-O3,dynamic,100,8,3.05803
tmt_sym.mtx,parallel,-O3,dynamic,100,16,1.8414
tmt_sym.mtx,parallel,-O3,dynamic,100,32,1.39561
tmt_sym.mtx,parallel,-O3,dynamic,100,64,1.74377
tmt_sym.mtx,parallel,-O3,dynamic,1000,1,5.32463
tmt_sym.mtx,parallel,-O3,dynamic,1000,2,4.97234
tmt_sym.mtx,parallel,-O3,dynamic,1000,4,3.68159
tmt_sym.mtx,parallel,-O3,dynamic,1000,8,2.14539
tmt_sym.mtx,parallel,-O3,dynamic,1000,16,1.40228
tmt_sym.mtx,parallel,-O3,dynamic,1000,32,1.08232
tmt_sym.mtx,parallel,-O3,dynamic,1000,64,1.2681
tmt_sym.mtx,parallel,-O3,dynamic,10000,1,5.29387
tmt_sym.mtx,parallel,-O3,dynamic,10000,2,4.32649
tmt_sym.mtx,parallel,-O3,dynamic,10000,4,3.29978
tmt_sym.mtx,parallel,-O3,dynamic,10000,8,2.10443
tmt_sym.mtx,parallel,-O3,dynamic,10000,16,1.2121
tmt_sym.mtx,parallel,-O3,dynamic,10000,32,1.05371
tmt_sym.mtx,parallel,-O3,dynamic,10000,64,1.01047
tmt_sym.mtx,parallel,-O3,guided,1,1,5.30412
tmt_sym.mtx,parallel,-O3,guided,1,2,5.72653
tmt_sym.mtx,parallel,-O3,guided,1,4,3.73421
tmt_sym.mtx,parallel,-O3,guided,1,8,2.29137
tmt_sym.mtx,parallel,-O3,guided,1,16,1.2816
tmt_sym.mtx,parallel,-O3,guided,1,32,1.07412
tmt_sym.mtx,parallel,-O3,guided,1,64,1.7231
tmt_sym.mtx,parallel,-O3,guided,10,1,5.33547
tmt_sym.mtx,parallel,-O3,guided,10,2,5.70812
tmt_sym.mtx,parallel,-O3,guided,10,4,4.11911
tmt_sym.mtx,parallel,-O3,guided,10,8,2.32127
tmt_sym.mtx,parallel,-O3,guided,10,16,1.3176
tmt_sym.mtx,parallel,-O3,guided,10,32,1.23289
tmt_sym.mtx,parallel,-O3,guided,10,64,1.46534
tmt_sym.mtx,parallel,-O3,guided,100,1,5.2726
tmt_sym.mtx,parallel,-O3,guided,100,2,5.68147
tmt_sym.mtx,parallel,-O3,guided,100,4,4.04816
tmt_sym.mtx,parallel,-O3,guided,100,8,2.26216
tmt_sym.mtx,parallel,-O3,guided,100,16,1.24965
tmt_sym.mtx,parallel,-O3,guided,100,32,1.05968
tmt_sym.mtx,parallel,-O3,guided,100,64,1.24984
tmt_sym.mtx,parallel,-O3,guided,1000,1,5.32339
tmt_sym.mtx,parallel,-O3,guided,1000,2,5.81543
tmt_sym.mtx,parallel,-O3,guided,1000,4,4.09691
tmt_sym.mtx,parallel,-O3,guided,1000,8,2.25787
tmt_sym.mtx,parallel,-O3,guided,1000,16,1.25251
tmt_sym.mtx,parallel,-O3,guided,1000,32,1.03269
tmt_sym.mtx,parallel,-O3,guided,1000,64,1.23744
tmt_sym.mtx,parallel,-O3,guided,10000,1,5.32548
tmt_sym.mtx,parallel,-O3,guided,10000,2,5.86114
tmt_sym.mtx,parallel,-O3,guided,10000,4,3.43413
tmt_sym.mtx,parallel,-O3,guided,10000,8,2.2563
tmt_sym.mtx,parallel,-O3,guided,10000,16,1.25658
tmt_sym.mtx,parallel,-O3,guided,10000,32,1.15039
tmt_sym.mtx,parallel,-O3,guided,10000,64,1.04899
