matrix,mode,opt_level,schedule,chunk_size,num_threads,elapsed_time,L1_miss_rate,LLC_miss_rate
msdoor.mtx,parallel,-O3,dynamic,1,2,0.22724,0.38,28.626
msdoor.mtx,parallel,-O3,dynamic,1,4,0.69203,0.42,72.357
msdoor.mtx,parallel,-O3,dynamic,1,8,0.79935,0.49,61.946
msdoor.mtx,parallel,-O3,dynamic,1,16,0.64821,0.54,54.761
msdoor.mtx,parallel,-O3,dynamic,1,32,0.49597,0.582,46.019
msdoor.mtx,parallel,-O3,dynamic,1,64,0.45607,0.6,37.235
msdoor.mtx,parallel,-O3,dynamic,10,1,0.01912,0.24,43.824
msdoor.mtx,parallel,-O3,dynamic,10,2,0.24147,0.36,42.631
msdoor.mtx,parallel,-O3,dynamic,10,4,0.12279,0.27,61.435
msdoor.mtx,parallel,-O3,dynamic,10,8,0.12372,0.28,60.685
msdoor.mtx,parallel,-O3,dynamic,10,16,0.09408,0.28,53.882
msdoor.mtx,parallel,-O3,dynamic,10,32,0.06997,0.271,49.878
msdoor.mtx,parallel,-O3,dynamic,10,64,0.07688,0.27,47.609
msdoor.mtx,parallel,-O3,dynamic,100,1,0.01838,0.24,43.157
msdoor.mtx,parallel,-O3,dynamic,100,2,0.02638,0.24,41.856
msdoor.mtx,parallel,-O3,dynamic,100,4,0.04389,0.24,54.711
msdoor.mtx,parallel,-O3,dynamic,100,8,0.05064,0.25,55.479
msdoor.mtx,parallel,-O3,dynamic,100,16,0.0485,0.25,53.305
msdoor.mtx,parallel,-O3,dynamic,100,32,0.04597,0.25,51.81
msdoor.mtx,parallel,-O3,dynamic,100,64,0.06126,0.25,51.198
msdoor.mtx,parallel,-O3,dynamic,1000,1,0.01835,0.24,43.053
msdoor.mtx,parallel,-O3,dynamic,1000,2,0.02386,0.241,42.021
msdoor.mtx,parallel,-O3,dynamic,1000,4,0.04365,0.24,50.113
msdoor.mtx,parallel,-O3,dynamic,1000,8,0.04886,0.24,52.022
msdoor.mtx,parallel,-O3,dynamic,1000,16,0.04781,0.25,50.848
msdoor.mtx,parallel,-O3,dynamic,1000,32,0.04494,0.25,49.779
msdoor.mtx,parallel,-O3,dynamic,1000,64,0.05823,0.25,48.873
msdoor.mtx,parallel,-O3,dynamic,10000,1,0.01835,0.24,43.332
msdoor.mtx,parallel,-O3,dynamic,10000,2,0.02382,0.24,43.067
msdoor.mtx,parallel,-O3,dynamic,10000,4,0.03879,0.24,48.53
msdoor.mtx,parallel,-O3,dynamic,10000,8,0.04726,0.24,50.098
msdoor.mtx,parallel,-O3,dynamic,10000,16,0.04592,0.24,49.323
msdoor.mtx,parallel,-O3,dynamic,10000,32,0.04593,0.25,48.788
msdoor.mtx,parallel,-O3,dynamic,10000,64,0.05111,0.241,47.856
msdoor.mtx,parallel,-O3,guided,1,1,0.01847,0.24,43.039
msdoor.mtx,parallel,-O3,guided,1,2,0.02603,0.24,43.737
msdoor.mtx,parallel,-O3,guided,1,4,0.03929,0.24,45.968
msdoor.mtx,parallel,-O3,guided,1,8,0.04827,0.24,48.432
msdoor.mtx,parallel,-O3,guided,1,16,0.04633,0.25,49.038
msdoor.mtx,parallel,-O3,guided,1,32,0.04495,0.25,49.305
msdoor.mtx,parallel,-O3,guided,1,64,0.0625,0.25,48.926
msdoor.mtx,parallel,-O3,guided,10,1,0.01839,0.24,42.441
msdoor.mtx,parallel,-O3,guided,10,2,0.02476,0.24,43.457
msdoor.mtx,parallel,-O3,guided,10,4,0.0375,0.24,46.09
msdoor.mtx,parallel,-O3,guided,10,8,0.04713,0.24,48.617
msdoor.mtx,parallel,-O3,guided,10,16,0.04775,0.25,49.232
msdoor.mtx,parallel,-O3,guided,10,32,0.04496,0.25,49.307
msdoor.mtx,parallel,-O3,guided,10,64,0.06174,0.25,49.063
msdoor.mtx,parallel,-O3,guided,100,1,0.01861,0.24,43.117
msdoor.mtx,parallel,-O3,guided,100,2,0.02367,0.24,43.662
msdoor.mtx,parallel,-O3,guided,100,4,0.03812,0.24,46.225
msdoor.mtx,parallel,-O3,guided,100,8,0.04805,0.24,48.045
msdoor.mtx,parallel,-O3,guided,100,16,0.04517,0.241,49.112
msdoor.mtx,parallel,-O3,guided,100,32,0.0442,0.25,49.077
msdoor.mtx,parallel,-O3,guided,100,64,0.05742,0.25,49.174
msdoor.mtx,parallel,-O3,guided,1000,1,0.01838,0.24,43.199
msdoor.mtx,parallel,-O3,guided,1000,2,0.02427,0.24,43.369
msdoor.mtx,parallel,-O3,guided,1000,4,0.03796,0.24,45.826
msdoor.mtx,parallel,-O3,guided,1000,8,0.0473,0.24,48.37
msdoor.mtx,parallel,-O3,guided,1000,16,0.04739,0.25,49.177
msdoor.mtx,parallel,-O3,guided,1000,32,0.04439,0.25,49.228
msdoor.mtx,parallel,-O3,guided,1000,64,0.06231,0.25,48.985
msdoor.mtx,parallel,-O3,guided,10000,1,0.01839,0.24,43.011
msdoor.mtx,parallel,-O3,guided,10000,2,0.02542,0.24,43.226
msdoor.mtx,parallel,-O3,guided,10000,4,0.03767,0.24,46.241
msdoor.mtx,parallel,-O3,guided,10000,8,0.04694,0.24,48.321
msdoor.mtx,parallel,-O3,guided,10000,16,0.04739,0.241,49.072
msdoor.mtx,parallel,-O3,guided,10000,32,0.04379,0.25,48.933
msdoor.mtx,parallel,-O3,guided,10000,64,0.05171,0.24,48.683
tmt_sym.mtx,parallel,-O3,static,1,1,0.00931,0.23,34.347
tmt_sym.mtx,parallel,-O3,static,1,2,0.04305,0.29,79.59
tmt_sym.mtx,parallel,-O3,static,1,4,0.04121,0.37,80.89
tmt_sym.mtx,parallel,-O3,static,1,8,0.04989,0.51,44.291
tmt_sym.mtx,parallel,-O3,static,1,16,0.03127,0.583,29.744
tmt_sym.mtx,parallel,-O3,static,1,32,0.03061,0.57,21.421
tmt_sym.mtx,parallel,-O3,static,1,64,0.04981,0.57,26.871
tmt_sym.mtx,parallel,-O3,static,10,1,0.00858,0.232,35.366
tmt_sym.mtx,parallel,-O3,static,10,2,0.02449,0.27,61.851
tmt_sym.mtx,parallel,-O3,static,10,4,0.02576,0.28,80.726
tmt_sym.mtx,parallel,-O3,static,10,8,0.02461,0.29,59.175
tmt_sym.mtx,parallel,-O3,static,10,16,0.01903,0.281,59.279
tmt_sym.mtx,parallel,-O3,static,10,32,0.02956,0.29,60.774
tmt_sym.mtx,parallel,-O3,static,10,64,0.05384,0.281,61.781
tmt_sym.mtx,parallel,-O3,static,100,1,0.00859,0.23,34.882
tmt_sym.mtx,parallel,-O3,static,100,2,0.01955,0.24,55.368
tmt_sym.mtx,parallel,-O3,static,100,4,0.02258,0.24,69.153
tmt_sym.mtx,parallel,-O3,static,100,8,0.0185,0.24,59.467
tmt_sym.mtx,parallel,-O3,static,100,16,0.01635,0.24,57.883
tmt_sym.mtx,parallel,-O3,static,100,32,0.01645,0.241,56.549
tmt_sym.mtx,parallel,-O3,static,100,64,0.04035,0.24,51.422
tmt_sym.mtx,parallel,-O3,static,1000,1,0.00926,0.23,35.344
tmt_sym.mtx,parallel,-O3,static,1000,2,0.0182,0.231,45.395
tmt_sym.mtx,parallel,-O3,static,1000,4,0.02173,0.24,51.816
tmt_sym.mtx,parallel,-O3,static,1000,8,0.01777,0.231,49.27
tmt_sym.mtx,parallel,-O3,static,1000,16,0.0161,0.24,48.423
tmt_sym.mtx,parallel,-O3,static,1000,32,0.01572,0.24,47.868
tmt_sym.mtx,parallel,-O3,static,1000,64,0.04175,0.24,42.496
tmt_sym.mtx,parallel,-O3,static,10000,1,0.00864,0.23,35.155
tmt_sym.mtx,parallel,-O3,static,10000,2,0.01798,0.23,38.436
tmt_sym.mtx,parallel,-O3,static,10000,4,0.02153,0.23,39.971
tmt_sym.mtx,parallel,-O3,static,10000,8,0.01774,0.231,40.71
tmt_sym.mtx,parallel,-O3,static,10000,16,0.01672,0.24,38.593
tmt_sym.mtx,parallel,-O3,static,10000,32,0.01512,0.241,37.338
tmt_sym.mtx,parallel,-O3,static,10000,64,0.03769,0.231,35.231
tmt_sym.mtx,parallel,-O3,dynamic,1,1,0.01941,0.231,34.75
tmt_sym.mtx,parallel,-O3,dynamic,1,2,0.33519,0.483,95.896
tmt_sym.mtx,parallel,-O3,dynamic,1,4,0.37965,0.616,87.476
tmt_sym.mtx,parallel,-O3,dynamic,1,8,0.30569,0.806,49.455
tmt_sym.mtx,parallel,-O3,dynamic,1,16,0.27272,0.868,22.343
tmt_sym.mtx,parallel,-O3,dynamic,1,32,0.23755,0.908,9.694
tmt_sym.mtx,parallel,-O3,dynamic,1,64,0.24602,0.932,7.524
tmt_sym.mtx,parallel,-O3,dynamic,10,1,0.00987,0.23,34.732
tmt_sym.mtx,parallel,-O3,dynamic,10,2,0.14276,0.33,59.856
tmt_sym.mtx,parallel,-O3,dynamic,10,4,0.0864,0.32,78.99
tmt_sym.mtx,parallel,-O3,dynamic,10,8,0.05848,0.321,45.703
tmt_sym.mtx,parallel,-O3,dynamic,10,16,0.04615,0.321,39.914
tmt_sym.mtx,parallel,-O3,dynamic,10,32,0.04245,0.302,52.673
tmt_sym.mtx,parallel,-O3,dynamic,10,64,0.07071,0.291,57.103
tmt_sym.mtx,parallel,-O3,dynamic,100,1,0.00899,0.23,36.5
tmt_sym.mtx,parallel,-O3,dynamic,100,2,0.02274,0.24,52.893
tmt_sym.mtx,parallel,-O3,dynamic,100,4,0.02346,0.24,68.796
tmt_sym.mtx,parallel,-O3,dynamic,100,8,0.02052,0.241,60.263
tmt_sym.mtx,parallel,-O3,dynamic,100,16,0.018,0.24,58.014
tmt_sym.mtx,parallel,-O3,dynamic,100,32,0.01647,0.24,58.662
tmt_sym.mtx,parallel,-O3,dynamic,100,64,0.04289,0.241,60.105
tmt_sym.mtx,parallel,-O3,dynamic,1000,1,0.00917,0.23,35.319
tmt_sym.mtx,parallel,-O3,dynamic,1000,2,0.01814,0.231,43.389
tmt_sym.mtx,parallel,-O3,dynamic,1000,4,0.02212,0.23,50.629
tmt_sym.mtx,parallel,-O3,dynamic,1000,8,0.01775,0.24,48.41
tmt_sym.mtx,parallel,-O3,dynamic,1000,16,0.01599,0.24,47.05
tmt_sym.mtx,parallel,-O3,dynamic,1000,32,0.02783,0.24,49.574
tmt_sym.mtx,parallel,-O3,dynamic,1000,64,0.0545,0.24,45.584
tmt_sym.mtx,parallel,-O3,dynamic,10000,1,0.00924,0.23,35.177
tmt_sym.mtx,parallel,-O3,dynamic,10000,2,0.01745,0.231,36.483
tmt_sym.mtx,parallel,-O3,dynamic,10000,4,0.02116,0.231,39.978
tmt_sym.mtx,parallel,-O3,dynamic,10000,8,0.01861,0.24,38.524
tmt_sym.mtx,parallel,-O3,dynamic,10000,16,0.01633,0.231,37.995
tmt_sym.mtx,parallel,-O3,dynamic,10000,32,0.01503,0.24,38.709
tmt_sym.mtx,parallel,-O3,dynamic,10000,64,0.04236,0.24,35.761
tmt_sym.mtx,parallel,-O3,guided,1,1,0.00925,0.23,35.628
tmt_sym.mtx,parallel,-O3,guided,1,2,0.01662,0.23,36.589
tmt_sym.mtx,parallel,-O3,guided,1,4,0.02094,0.231,39.428
tmt_sym.mtx,parallel,-O3,guided,1,8,0.01815,0.241,39.481
tmt_sym.mtx,parallel,-O3,guided,1,16,0.01587,0.24,39.261
tmt_sym.mtx,parallel,-O3,guided,1,32,0.01879,0.24,39.574
tmt_sym.mtx,parallel,-O3,guided,1,64,0.04242,0.24,38.78
tmt_sym.mtx,parallel,-O3,guided,10,1,0.00857,0.24,34.55
tmt_sym.mtx,parallel,-O3,guided,10,2,0.01737,0.24,38.071
tmt_sym.mtx,parallel,-O3,guided,10,4,0.02244,0.24,39.566
tmt_sym.mtx,parallel,-O3,guided,10,8,0.01816,0.24,39.871
tmt_sym.mtx,parallel,-O3,guided,10,16,0.01627,0.24,40.133
tmt_sym.mtx,parallel,-O3,guided,10,32,0.01588,0.241,40.645
tmt_sym.mtx,parallel,-O3,guided,10,64,0.04114,0.24,39.968
tmt_sym.mtx,parallel,-O3,guided,100,1,0.00856,0.23,34.845
tmt_sym.mtx,parallel,-O3,guided,100,2,0.01815,0.231,38.043
tmt_sym.mtx,parallel,-O3,guided,100,4,0.02147,0.23,38.576
tmt_sym.mtx,parallel,-O3,guided,100,8,0.0181,0.24,39.672
tmt_sym.mtx,parallel,-O3,guided,100,16,0.01573,0.24,40.236
tmt_sym.mtx,parallel,-O3,guided,100,32,0.02941,0.24,39.05
tmt_sym.mtx,parallel,-O3,guided,100,64,0.04151,0.241,40.278
tmt_sym.mtx,parallel,-O3,guided,1000,1,0.00928,0.23,34.277
tmt_sym.mtx,parallel,-O3,guided,1000,2,0.01786,0.23,36.951
tmt_sym.mtx,parallel,-O3,guided,1000,4,0.02102,0.231,36.654
tmt_sym.mtx,parallel,-O3,guided,1000,8,0.01815,0.241,39.759
tmt_sym.mtx,parallel,-O3,guided,1000,16,0.01644,0.24,39.505
tmt_sym.mtx,parallel,-O3,guided,1000,32,0.01952,0.231,40.37
tmt_sym.mtx,parallel,-O3,guided,1000,64,0.04184,0.24,39.198
tmt_sym.mtx,parallel,-O3,guided,10000,1,0.00888,0.221,34.822
tmt_sym.mtx,parallel,-O3,guided,10000,2,0.01729,0.23,38.671
tmt_sym.mtx,parallel,-O3,guided,10000,4,0.02127,0.231,39.487
tmt_sym.mtx,parallel,-O3,guided,10000,8,0.01771,0.231,38.685
tmt_sym.mtx,parallel,-O3,guided,10000,16,0.01621,0.24,38.688
tmt_sym.mtx,parallel,-O3,guided,10000,32,0.0176,0.24,38.706
tmt_sym.mtx,parallel,-O3,guided,10000,64,0.04157,0.24,37.219
