matrix,mode,opt_level,schedule,chunk_size,num_threads,p90_time,p90_bandwidth,p90_gflops
msdoor.mtx,parallel,-O3,static,100,32,4.235458,79.949914,13.407838
msdoor.mtx,parallel,-O3,static,100,64,36.307263,261.28439,43.818168
msdoor.mtx,parallel,-O3,static,1000,1,19.663286,10.774218,1.806868
msdoor.mtx,parallel,-O3,static,1000,2,10.10487,12.488274,2.094321
msdoor.mtx,parallel,-O3,static,1000,4,5.350756,24.539311,4.115315
msdoor.mtx,parallel,-O3,static,1000,8,3.038216,52.410369,8.789374
msdoor.mtx,parallel,-O3,static,1000,16,2.584481,107.423866,18.015301
msdoor.mtx,parallel,-O3,static,1000,32,2.76153,166.911034,27.991476
msdoor.mtx,parallel,-O3,static,1000,64,22.008872,432.328883,72.502837
msdoor.mtx,parallel,-O3,static,10000,1,19.970775,10.173358,1.706102
msdoor.mtx,parallel,-O3,static,10000,2,9.968066,12.614482,2.115486
msdoor.mtx,parallel,-O3,static,10000,4,21.566582,6.297699,1.056143
msdoor.mtx,parallel,-O3,static,10000,8,3.554534,43.63104,7.317055
msdoor.mtx,parallel,-O3,static,10000,16,2.48065,71.984304,12.071982
msdoor.mtx,parallel,-O3,static,10000,32,2.28157,141.145267,23.670481
msdoor.mtx,parallel,-O3,static,10000,64,3.937197,186.600096,31.29339
msdoor.mtx,parallel,-O3,dynamic,1,1,19.826079,6.382886,1.070429
msdoor.mtx,parallel,-O3,dynamic,1,2,63.185477,2.043264,0.342662
msdoor.mtx,parallel,-O3,dynamic,1,4,55.466986,2.31045,0.387469
msdoor.mtx,parallel,-O3,dynamic,1,8,49.553227,2.549304,0.427526
msdoor.mtx,parallel,-O3,dynamic,1,16,36.31978,3.503573,0.587559
msdoor.mtx,parallel,-O3,dynamic,1,32,30.598927,4.114598,0.69003
msdoor.mtx,parallel,-O3,dynamic,1,64,28.081203,4.420598,0.741347
msdoor.mtx,parallel,-O3,dynamic,10,1,12.332868,10.409524,1.745708
msdoor.mtx,parallel,-O3,dynamic,10,2,27.946687,4.730855,0.793379
msdoor.mtx,parallel,-O3,dynamic,10,4,11.581803,12.006397,2.013509
msdoor.mtx,parallel,-O3,dynamic,10,8,7.726884,18.335516,3.07492
msdoor.mtx,parallel,-O3,dynamic,10,16,6.630564,21.44089,3.5957
msdoor.mtx,parallel,-O3,dynamic,10,32,5.750799,23.059902,3.867214
msdoor.mtx,parallel,-O3,dynamic,10,64,6.864547,26.846682,4.502268
msdoor.mtx,parallel,-O3,dynamic,100,1,19.44263,7.601614,1.274814
msdoor.mtx,parallel,-O3,dynamic,100,2,13.64119,12.749504,2.13813
msdoor.mtx,parallel,-O3,dynamic,100,4,6.116867,21.751663,3.647818
msdoor.mtx,parallel,-O3,dynamic,100,8,5.203175,27.142547,4.551886
msdoor.mtx,parallel,-O3,dynamic,100,16,5.603075,27.416356,4.597805
msdoor.mtx,parallel,-O3,dynamic,100,32,11.857367,24.035668,4.030853
msdoor.mtx,parallel,-O3,dynamic,100,64,42.027879,7.859672,1.31809
msdoor.mtx,parallel,-O3,dynamic,1000,1,11.366844,11.093387,1.860394
msdoor.mtx,parallel,-O3,dynamic,1000,2,6.361556,19.519822,3.273532
msdoor.mtx,parallel,-O3,dynamic,1000,4,6.348514,21.85957,3.665915
msdoor.mtx,parallel,-O3,dynamic,1000,8,5.379414,27.27639,4.574332
msdoor.mtx,parallel,-O3,dynamic,1000,16,4.770159,34.18385,5.732733
msdoor.mtx,parallel,-O3,dynamic,1000,32,11.175633,23.923958,4.012119
msdoor.mtx,parallel,-O3,dynamic,1000,64,47.297716,6.182442,1.036814
msdoor.mtx,parallel,-O3,dynamic,10000,1,11.295605,11.290865,1.893511
msdoor.mtx,parallel,-O3,dynamic,10000,2,5.908823,21.188249,3.553333
msdoor.mtx,parallel,-O3,dynamic,10000,4,6.070495,22.859248,3.833564
msdoor.mtx,parallel,-O3,dynamic,10000,8,4.373813,33.081668,5.547894
msdoor.mtx,parallel,-O3,dynamic,10000,16,4.779363,34.294559,5.751299
msdoor.mtx,parallel,-O3,dynamic,10000,32,8.587026,30.042409,5.038201
msdoor.mtx,parallel,-O3,dynamic,10000,64,23.689651,31.546212,5.290393
msdoor.mtx,parallel,-O3,guided,1,1,11.532307,11.061251,1.855004
msdoor.mtx,parallel,-O3,guided,1,2,9.168816,16.426746,2.754814
msdoor.mtx,parallel,-O3,guided,1,4,5.769253,24.681031,4.139083
msdoor.mtx,parallel,-O3,guided,1,8,4.825425,30.801963,5.16558
msdoor.mtx,parallel,-O3,guided,1,16,4.379725,35.173964,5.898778
msdoor.mtx,parallel,-O3,guided,1,32,13.629555,31.527248,5.287213
msdoor.mtx,parallel,-O3,guided,1,64,41.271401,4.467606,0.749231
msdoor.mtx,parallel,-O3,guided,10,1,11.118388,11.39006,1.910147
msdoor.mtx,parallel,-O3,guided,10,2,9.441114,14.214846,2.383872
msdoor.mtx,parallel,-O3,guided,10,4,6.419754,20.775013,3.484031
msdoor.mtx,parallel,-O3,guided,10,8,4.635716,33.740343,5.658356
msdoor.mtx,parallel,-O3,guided,10,16,4.277634,34.685825,5.816916
msdoor.mtx,parallel,-O3,guided,10,32,16.742563,29.404297,4.931188
msdoor.mtx,parallel,-O3,guided,10,64,49.097657,4.505927,0.755657
msdoor.mtx,parallel,-O3,guided,100,1,11.662793,10.843274,1.818449
msdoor.mtx,parallel,-O3,guided,100,2,9.218311,14.014943,2.350347
msdoor.mtx,parallel,-O3,guided,100,4,6.082392,25.75095,4.318511
msdoor.mtx,parallel,-O3,guided,100,8,4.451346,35.49509,5.952632
msdoor.mtx,parallel,-O3,guided,100,16,4.401112,33.399925,5.601266
msdoor.mtx,parallel,-O3,guided,100,32,9.296942,31.003761,5.199423
msdoor.mtx,parallel,-O3,guided,100,64,44.489336,4.895235,0.820945
msdoor.mtx,parallel,-O3,guided,1000,1,19.302225,6.489183,1.088255
msdoor.mtx,parallel,-O3,guided,1000,2,9.302449,13.926828,2.33557
msdoor.mtx,parallel,-O3,guided,1000,4,5.780483,27.582468,4.625662
msdoor.mtx,parallel,-O3,guided,1000,8,5.083871,32.129405,5.388197
msdoor.mtx,parallel,-O3,guided,1000,16,4.71983,33.56957,5.629717
msdoor.mtx,parallel,-O3,guided,1000,32,14.608932,28.322479,4.749764
msdoor.mtx,parallel,-O3,guided,1000,64,44.646048,4.626206,0.775828
msdoor.mtx,parallel,-O3,guided,10000,1,13.119197,9.741212,1.633631
msdoor.mtx,parallel,-O3,guided,10000,2,6.970668,20.545432,3.44553
msdoor.mtx,parallel,-O3,guided,10000,4,5.992508,24.538925,4.11525
msdoor.mtx,parallel,-O3,guided,10000,8,4.674077,34.075807,5.714614
msdoor.mtx,parallel,-O3,guided,10000,16,4.243708,34.849654,5.84439
msdoor.mtx,parallel,-O3,guided,10000,32,7.728958,30.145973,5.055569
msdoor.mtx,parallel,-O3,guided,10000,64,36.142874,13.612822,2.282911
tmt_sym.mtx,parallel,-O3,static,1,1,5.614137,8.21827,1.037836
tmt_sym.mtx,parallel,-O3,static,1,2,14.618659,4.320302,0.545585
tmt_sym.mtx,parallel,-O3,static,1,4,6.323051,7.629286,0.963457
tmt_sym.mtx,parallel,-O3,static,1,8,6.17776,8.466834,1.069225
tmt_sym.mtx,parallel,-O3,static,1,16,6.49221,7.76384,0.980449
tmt_sym.mtx,parallel,-O3,static,1,32,4.191827,14.179031,1.790585
tmt_sym.mtx,parallel,-O3,static,1,64,2.02787,27.572358,3.481948
tmt_sym.mtx,parallel,-O3,static,10,1,5.607414,8.265813,1.04384
tmt_sym.mtx,parallel,-O3,static,10,2,6.182289,8.9909,1.135407
tmt_sym.mtx,parallel,-O3,static,10,4,5.292892,10.903182,1.376897
tmt_sym.mtx,parallel,-O3,static,10,8,3.403425,16.145616,2.038933
tmt_sym.mtx,parallel,-O3,static,10,16,2.583122,36.47801,4.606589
tmt_sym.mtx,parallel,-O3,static,10,32,1.446438,87.558619,11.057252
tmt_sym.mtx,parallel,-O3,static,10,64,0.859905,115.91391,14.638071
tmt_sym.mtx,parallel,-O3,static,100,1,6.95436,8.21435,1.037341
tmt_sym.mtx,parallel,-O3,static,100,2,5.487156,10.457385,1.3206
tmt_sym.mtx,parallel,-O3,static,100,4,3.135133,21.717202,2.742535
tmt_sym.mtx,parallel,-O3,static,100,8,1.754737,51.26899,6.474453
tmt_sym.mtx,parallel,-O3,static,100,16,1.35808,101.111433,12.768755
tmt_sym.mtx,parallel,-O3,static,100,32,1.158524,124.112609,15.673436
tmt_sym.mtx,parallel,-O3,static,100,64,1.658726,195.795261,24.725807
tmt_sym.mtx,parallel,-O3,static,1000,1,5.608273,8.222544,1.038375
tmt_sym.mtx,parallel,-O3,static,1000,2,4.061627,14.532564,1.83523
tmt_sym.mtx,parallel,-O3,static,1000,4,2.101779,30.506891,3.852532
tmt_sym.mtx,parallel,-O3,static,1000,8,0.998711,60.62357,7.655786
tmt_sym.mtx,parallel,-O3,static,1000,16,0.55418,118.295065,14.938773
tmt_sym.mtx,parallel,-O3,static,1000,32,0.35007,200.314631,25.296532
tmt_sym.mtx,parallel,-O3,static,1000,64,0.748586,317.679304,40.117811
tmt_sym.mtx,parallel,-O3,static,10000,1,5.548811,8.324134,1.051205
tmt_sym.mtx,parallel,-O3,static,10000,2,3.395295,15.95023,2.014259
tmt_sym.mtx,parallel,-O3,static,10000,4,1.754761,32.325355,4.082175
tmt_sym.mtx,parallel,-O3,static,10000,8,0.861335,60.9145,7.692527
tmt_sym.mtx,parallel,-O3,static,10000,16,0.509167,112.172553,14.165598
tmt_sym.mtx,parallel,-O3,static,10000,32,0.305366,179.153323,22.624197
tmt_sym.mtx,parallel,-O3,static,10000,64,0.476122,245.879588,31.050656
tmt_sym.mtx,parallel,-O3,dynamic,1,1,16.029238,2.891199,0.365112
tmt_sym.mtx,parallel,-O3,dynamic,1,2,99.690652,0.502759,0.06349
tmt_sym.mtx,parallel,-O3,dynamic,1,4,95.785976,0.575383,0.072662
tmt_sym.mtx,parallel,-O3,dynamic,1,8,75.3968,0.613978,0.077536
tmt_sym.mtx,parallel,-O3,dynamic,1,16,59.960079,0.771329,0.097407
tmt_sym.mtx,parallel,-O3,dynamic,1,32,54.399156,0.852091,0.107605
tmt_sym.mtx,parallel,-O3,dynamic,1,64,50.883365,0.912611,0.115248
tmt_sym.mtx,parallel,-O3,dynamic,10,1,6.981134,6.701309,0.846268
tmt_sym.mtx,parallel,-O3,dynamic,10,2,27.654696,2.430869,0.30698
tmt_sym.mtx,parallel,-O3,dynamic,10,4,10.83982,4.427262,0.559092
tmt_sym.mtx,parallel,-O3,dynamic,10,8,8.950782,5.221876,0.659439
tmt_sym.mtx,parallel,-O3,dynamic,10,16,6.057834,7.730177,0.976198
tmt_sym.mtx,parallel,-O3,dynamic,10,32,5.050683,9.281454,1.172099
tmt_sym.mtx,parallel,-O3,dynamic,10,64,4.627896,10.00456,1.263416
tmt_sym.mtx,parallel,-O3,dynamic,100,1,5.700684,8.11889,1.025286
tmt_sym.mtx,parallel,-O3,dynamic,100,2,8.296752,9.776208,1.234578
tmt_sym.mtx,parallel,-O3,dynamic,100,4,3.560352,16.390421,2.069848
tmt_sym.mtx,parallel,-O3,dynamic,100,8,2.448893,30.290037,3.825147
tmt_sym.mtx,parallel,-O3,dynamic,100,16,1.964879,53.213913,6.720065
tmt_sym.mtx,parallel,-O3,dynamic,100,32,1.848889,56.641027,7.152855
tmt_sym.mtx,parallel,-O3,dynamic,100,64,6.283832,62.819942,7.933153
tmt_sym.mtx,parallel,-O3,dynamic,1000,1,5.591035,8.246978,1.041461
tmt_sym.mtx,parallel,-O3,dynamic,1000,2,16.797948,9.484501,1.197741
tmt_sym.mtx,parallel,-O3,dynamic,1000,4,2.437854,23.313576,2.944131
tmt_sym.mtx,parallel,-O3,dynamic,1000,8,1.929235,39.971924,5.047814
tmt_sym.mtx,parallel,-O3,dynamic,1000,16,2.01242,63.594257,8.030937
tmt_sym.mtx,parallel,-O3,dynamic,1000,32,3.022456,71.225714,8.994667
tmt_sym.mtx,parallel,-O3,dynamic,1000,64,11.732412,69.310848,8.752851
tmt_sym.mtx,parallel,-O3,dynamic,10000,1,5.95026,7.752856,0.979061
tmt_sym.mtx,parallel,-O3,dynamic,10000,2,15.888858,7.271945,0.91833
tmt_sym.mtx,parallel,-O3,dynamic,10000,4,2.112794,27.868083,3.519293
tmt_sym.mtx,parallel,-O3,dynamic,10000,8,1.812935,51.79827,6.541292
tmt_sym.mtx,parallel,-O3,dynamic,10000,16,1.620364,92.235922,11.64792
tmt_sym.mtx,parallel,-O3,dynamic,10000,32,3.059125,78.821384,9.953879
tmt_sym.mtx,parallel,-O3,dynamic,10000,64,14.994192,61.629892,7.782869
tmt_sym.mtx,parallel,-O3,guided,1,1,5.611562,8.223039,1.038438
tmt_sym.mtx,parallel,-O3,guided,1,2,5.466032,14.098439,1.780407
tmt_sym.mtx,parallel,-O3,guided,1,4,1.894879,27.619528,3.487905
tmt_sym.mtx,parallel,-O3,guided,1,8,1.639366,46.993196,5.934489
tmt_sym.mtx,parallel,-O3,guided,1,16,1.64938,62.135567,7.846727
tmt_sym.mtx,parallel,-O3,guided,1,32,3.938985,83.152687,10.500853
tmt_sym.mtx,parallel,-O3,guided,1,64,12.719822,68.372049,8.634295
tmt_sym.mtx,parallel,-O3,guided,10,1,5.790282,8.082286,1.020663
tmt_sym.mtx,parallel,-O3,guided,10,2,3.42784,16.588431,2.094853
tmt_sym.mtx,parallel,-O3,guided,10,4,1.782012,29.550683,3.731779
tmt_sym.mtx,parallel,-O3,guided,10,8,1.517415,58.112926,7.338732
tmt_sym.mtx,parallel,-O3,guided,10,16,1.625443,78.584465,9.92396
tmt_sym.mtx,parallel,-O3,guided,10,32,3.06809,100.466316,12.687288
tmt_sym.mtx,parallel,-O3,guided,10,64,16.489434,94.17198,11.892414
tmt_sym.mtx,parallel,-O3,guided,100,1,5.624438,8.2082,1.036564
tmt_sym.mtx,parallel,-O3,guided,100,2,3.313756,14.773671,1.865678
tmt_sym.mtx,parallel,-O3,guided,100,4,1.932334,29.928944,3.779546
tmt_sym.mtx,parallel,-O3,guided,100,8,1.483583,52.348297,6.610752
tmt_sym.mtx,parallel,-O3,guided,100,16,1.591754,69.451853,8.770658
tmt_sym.mtx,parallel,-O3,guided,100,32,8.878374,67.214508,8.488116
tmt_sym.mtx,parallel,-O3,guided,100,64,14.097571,65.097813,8.220811
tmt_sym.mtx,parallel,-O3,guided,1000,1,5.902028,8.03773,1.015037
tmt_sym.mtx,parallel,-O3,guided,1000,2,3.924274,15.739515,1.987649
tmt_sym.mtx,parallel,-O3,guided,1000,4,2.050638,28.157516,3.555844
tmt_sym.mtx,parallel,-O3,guided,1000,8,1.679611,54.313142,6.85888
tmt_sym.mtx,parallel,-O3,guided,1000,16,1.478576,63.064922,7.96409
tmt_sym.mtx,parallel,-O3,guided,1000,32,3.344774,82.114735,10.369777
tmt_sym.mtx,parallel,-O3,guided,1000,64,15.872264,84.851652,10.715406
tmt_sym.mtx,parallel,-O3,guided,10000,1,5.602861,8.256195,1.042626
tmt_sym.mtx,parallel,-O3,guided,10000,2,3.29802,15.239521,1.924508
tmt_sym.mtx,parallel,-O3,guided,10000,4,1.992869,30.468341,3.847664
tmt_sym.mtx,parallel,-O3,guided,10000,8,1.637078,46.445823,5.865364
tmt_sym.mtx,parallel,-O3,guided,10000,16,1.691532,62.425162,7.883299
tmt_sym.mtx,parallel,-O3,guided,10000,32,2.297854,87.816937,11.089873
tmt_sym.mtx,parallel,-O3,guided,10000,64,13.669777,84.377209,10.65549
