matrix,mode,opt_level,schedule,chunk_size,num_threads,run,elapsed_time,L1_loads,L1_misses,L1_miss_rate,LLC_loads,LLC_misses,LLC_miss_rate
msdoor.mtx,parallel,-O3,guided,1,2,3,0.021467,7197542905,17632395,0.24,284625,122747,43.13
msdoor.mtx,parallel,-O3,guided,1,2,4,0.026718,7197543017,17162985,0.24,281601,120880,42.93
msdoor.mtx,parallel,-O3,guided,1,2,5,0.023285,7197542432,17426133,0.24,280775,121760,43.37
msdoor.mtx,parallel,-O3,guided,1,2,6,0.023148,7197542630,17303902,0.24,278150,121188,43.57
msdoor.mtx,parallel,-O3,guided,1,2,7,0.022553,7197542770,17475044,0.24,281614,121063,42.99
msdoor.mtx,parallel,-O3,guided,1,2,8,0.022211,7197542616,17358527,0.24,279202,119738,42.89
msdoor.mtx,parallel,-O3,guided,1,2,9,0.022182,7197542849,17564548,0.24,278583,122012,43.80
msdoor.mtx,parallel,-O3,guided,1,2,10,0.025951,7197542616,17523858,0.24,279833,120696,43.13
msdoor.mtx,parallel,-O3,guided,1,4,1,0.034595,7198636958,17052006,0.24,292304,129975,44.47
msdoor.mtx,parallel,-O3,guided,1,4,2,0.039221,7198726894,17488381,0.24,290846,134179,46.13
msdoor.mtx,parallel,-O3,guided,1,4,3,0.034216,7198760809,17002196,0.24,290673,129841,44.67
msdoor.mtx,parallel,-O3,guided,1,4,4,0.034303,7198800945,17207924,0.24,290384,130801,45.04
msdoor.mtx,parallel,-O3,guided,1,4,5,0.039945,7198709634,17330017,0.24,284287,130187,45.79
msdoor.mtx,parallel,-O3,guided,1,4,6,0.037595,7198772885,17191340,0.24,289994,131252,45.26
msdoor.mtx,parallel,-O3,guided,1,4,7,0.036785,7198208201,17385083,0.24,288095,131480,45.64
msdoor.mtx,parallel,-O3,guided,1,4,8,0.035146,7198789656,17175952,0.24,287287,130875,45.56
msdoor.mtx,parallel,-O3,guided,1,4,9,0.035352,7198692801,17289579,0.24,288634,132627,45.95
msdoor.mtx,parallel,-O3,guided,1,4,10,0.037916,7198766404,17326254,0.24,288343,131780,45.70
msdoor.mtx,parallel,-O3,guided,1,8,1,0.043808,7200108073,17540166,0.24,287202,136870,47.66
msdoor.mtx,parallel,-O3,guided,1,8,2,0.041853,7199746402,17483405,0.24,287653,139290,48.42
msdoor.mtx,parallel,-O3,guided,1,8,3,0.048181,7199671569,16953092,0.24,260322,110702,42.53
msdoor.mtx,parallel,-O3,guided,1,8,4,0.044636,7199728629,17487456,0.24,287152,138503,48.23
msdoor.mtx,parallel,-O3,guided,1,8,5,0.049073,7199498183,17586412,0.24,287547,137632,47.86
msdoor.mtx,parallel,-O3,guided,1,8,6,0.046352,7199697921,17510598,0.24,286437,138311,48.29
msdoor.mtx,parallel,-O3,guided,1,8,7,0.038982,7199643425,17234649,0.24,286643,138624,48.36
msdoor.mtx,parallel,-O3,guided,1,8,8,0.043404,7200247417,17319511,0.24,285617,138645,48.54
msdoor.mtx,parallel,-O3,guided,1,8,9,0.047386,7199698158,17434019,0.24,288431,137140,47.55
msdoor.mtx,parallel,-O3,guided,1,8,10,0.042792,7200201972,17102372,0.24,285829,137233,48.01
msdoor.mtx,parallel,-O3,guided,1,16,1,0.042655,7202640403,17555905,0.24,293696,142193,48.42
msdoor.mtx,parallel,-O3,guided,1,16,2,0.040201,7202696790,17633739,0.24,295164,144396,48.92
msdoor.mtx,parallel,-O3,guided,1,16,3,0.041369,7202159884,17461051,0.24,295646,141732,47.94
msdoor.mtx,parallel,-O3,guided,1,16,4,0.048827,7202155974,17503498,0.24,292356,142045,48.59
msdoor.mtx,parallel,-O3,guided,1,16,5,0.045070,7202202705,17449465,0.24,293285,142641,48.64
msdoor.mtx,parallel,-O3,guided,1,16,6,0.043113,7203024972,17608761,0.24,291596,141810,48.63
msdoor.mtx,parallel,-O3,guided,1,16,7,0.042195,7202154805,17531992,0.24,295837,145051,49.03
msdoor.mtx,parallel,-O3,guided,1,16,8,0.046056,7202689715,17655446,0.25,294133,144448,49.11
msdoor.mtx,parallel,-O3,guided,1,16,9,0.041069,7202098213,17658679,0.25,294606,144397,49.01
msdoor.mtx,parallel,-O3,guided,1,16,10,0.045063,7203612736,17608137,0.24,294007,139879,47.58
msdoor.mtx,parallel,-O3,guided,1,32,1,0.039299,7209617833,17765917,0.25,309513,153029,49.44
msdoor.mtx,parallel,-O3,guided,1,32,2,0.045026,7210381188,17638583,0.24,309915,148928,48.05
msdoor.mtx,parallel,-O3,guided,1,32,3,0.042044,7209252314,17483673,0.24,309741,149770,48.35
msdoor.mtx,parallel,-O3,guided,1,32,4,0.042946,7210601534,17691218,0.25,309297,149557,48.35
msdoor.mtx,parallel,-O3,guided,1,32,5,0.044937,7209664848,17548840,0.24,312440,153560,49.15
msdoor.mtx,parallel,-O3,guided,1,32,6,0.042330,7210979526,17389580,0.24,309693,151340,48.87
msdoor.mtx,parallel,-O3,guided,1,32,7,0.044372,7208063099,17618248,0.24,312699,154131,49.29
msdoor.mtx,parallel,-O3,guided,1,32,8,0.042042,7212057805,17726611,0.25,310508,151965,48.94
msdoor.mtx,parallel,-O3,guided,1,32,9,0.041481,7210569329,17726987,0.25,311871,153699,49.28
msdoor.mtx,parallel,-O3,guided,1,32,10,0.041556,7207958614,17571566,0.24,313006,152652,48.77
msdoor.mtx,parallel,-O3,guided,1,64,1,0.056639,7240668024,17430321,0.24,312506,140200,44.86
msdoor.mtx,parallel,-O3,guided,1,64,2,0.058942,7248981596,17960068,0.25,336433,159775,47.49
msdoor.mtx,parallel,-O3,guided,1,64,3,0.057351,7245840926,17802105,0.25,338160,164044,48.51
msdoor.mtx,parallel,-O3,guided,1,64,4,0.056985,7249302272,17672803,0.24,336323,165031,49.07
msdoor.mtx,parallel,-O3,guided,1,64,5,0.057433,7246498641,17831090,0.25,337422,164269,48.68
msdoor.mtx,parallel,-O3,guided,1,64,6,0.057170,7249648758,17661760,0.24,335291,160682,47.92
msdoor.mtx,parallel,-O3,guided,1,64,7,0.057450,7248698522,17753505,0.24,337350,164997,48.91
msdoor.mtx,parallel,-O3,guided,1,64,8,0.062449,7248767516,17257855,0.24,307672,135535,44.05
msdoor.mtx,parallel,-O3,guided,1,64,9,0.062922,7250174001,17877442,0.25,336210,163201,48.54
msdoor.mtx,parallel,-O3,guided,1,64,10,0.057494,7249730291,17730358,0.24,335776,163074,48.57
msdoor.mtx,parallel,-O3,guided,10,1,1,0.017810,7197235750,16928512,0.24,281309,119923,42.63
msdoor.mtx,parallel,-O3,guided,10,1,2,0.018265,7197235637,16497240,0.23,254278,96640,38.01
msdoor.mtx,parallel,-O3,guided,10,1,3,0.018292,7197235678,16804674,0.23,252846,94227,37.27
msdoor.mtx,parallel,-O3,guided,10,1,4,0.018271,7197235663,16226404,0.23,257068,95811,37.27
msdoor.mtx,parallel,-O3,guided,10,1,5,0.018183,7197235673,16601302,0.23,257602,98037,38.06
msdoor.mtx,parallel,-O3,guided,10,1,6,0.018342,7197235654,16543167,0.23,255590,94076,36.81
msdoor.mtx,parallel,-O3,guided,10,1,7,0.018434,7197235649,16344984,0.23,256478,96790,37.74
msdoor.mtx,parallel,-O3,guided,10,1,8,0.018323,7197235676,16427328,0.23,255850,98610,38.54
msdoor.mtx,parallel,-O3,guided,10,1,9,0.018200,7197235679,16331517,0.23,254990,96546,37.86
msdoor.mtx,parallel,-O3,guided,10,1,10,0.018382,7197235763,17047353,0.24,282432,119814,42.42
msdoor.mtx,parallel,-O3,guided,10,2,1,0.024615,7197542862,17426538,0.24,280218,121306,43.29
msdoor.mtx,parallel,-O3,guided,10,2,2,0.024724,7197542856,17460608,0.24,281987,121403,43.05
msdoor.mtx,parallel,-O3,guided,10,2,3,0.021611,7197542733,17063646,0.24,260257,96018,36.89
msdoor.mtx,parallel,-O3,guided,10,2,4,0.021936,7197543058,17271762,0.24,279328,122312,43.79
msdoor.mtx,parallel,-O3,guided,10,2,5,0.023862,7197538650,17131209,0.24,255349,101110,39.60
msdoor.mtx,parallel,-O3,guided,10,2,6,0.022278,7197543092,17386310,0.24,282164,121381,43.02
msdoor.mtx,parallel,-O3,guided,10,2,7,0.021021,7197542824,17363313,0.24,279712,121464,43.42
msdoor.mtx,parallel,-O3,guided,10,2,8,0.020853,7197538629,16795653,0.23,263928,97662,37.00
msdoor.mtx,parallel,-O3,guided,10,2,9,0.020349,7197561943,16772836,0.23,262801,99059,37.69
msdoor.mtx,parallel,-O3,guided,10,2,10,0.025046,7197542800,17327012,0.24,282225,119697,42.41
msdoor.mtx,parallel,-O3,guided,10,4,1,0.034354,7198639428,16825096,0.23,267370,112695,42.15
msdoor.mtx,parallel,-O3,guided,10,4,2,0.034567,7198687210,16811807,0.23,266904,108725,40.74
msdoor.mtx,parallel,-O3,guided,10,4,3,0.034678,7198785400,16771714,0.23,265831,106449,40.04
msdoor.mtx,parallel,-O3,guided,10,4,4,0.033621,7198753266,16725450,0.23,268053,107699,40.18
msdoor.mtx,parallel,-O3,guided,10,4,5,0.034550,7198513864,16801897,0.23,268599,112755,41.98
msdoor.mtx,parallel,-O3,guided,10,4,6,0.036538,7198812669,17052546,0.24,287340,131381,45.72
msdoor.mtx,parallel,-O3,guided,10,4,7,0.033975,7198676421,17103742,0.24,289964,131654,45.40
msdoor.mtx,parallel,-O3,guided,10,4,8,0.043098,7198179481,17065021,0.24,265793,108854,40.95
msdoor.mtx,parallel,-O3,guided,10,4,9,0.036881,7198727430,17279524,0.24,294007,136560,46.45
msdoor.mtx,parallel,-O3,guided,10,4,10,0.035367,7198475178,17216219,0.24,292366,134643,46.05
msdoor.mtx,parallel,-O3,guided,10,8,1,0.039695,7199860092,17493170,0.24,288353,137790,47.79
msdoor.mtx,parallel,-O3,guided,10,8,2,0.042025,7199861970,17472952,0.24,288506,139415,48.32
msdoor.mtx,parallel,-O3,guided,10,8,3,0.042414,7199407613,17429274,0.24,285111,135970,47.69
msdoor.mtx,parallel,-O3,guided,10,8,4,0.047215,7199403611,17356551,0.24,287602,140259,48.77
msdoor.mtx,parallel,-O3,guided,10,8,5,0.043958,7200279766,17459696,0.24,285751,136239,47.68
msdoor.mtx,parallel,-O3,guided,10,8,6,0.040380,7199416834,17022049,0.24,263699,116175,44.06
msdoor.mtx,parallel,-O3,guided,10,8,7,0.047122,7199684965,17427003,0.24,285610,138807,48.60
msdoor.mtx,parallel,-O3,guided,10,8,8,0.040353,7199567565,17276370,0.24,290177,140101,48.28
msdoor.mtx,parallel,-O3,guided,10,8,9,0.047018,7199846488,17416983,0.24,286962,134507,46.87
msdoor.mtx,parallel,-O3,guided,10,8,10,0.040782,7199943196,17364256,0.24,286210,138596,48.42
msdoor.mtx,parallel,-O3,guided,10,16,1,0.041826,7203084230,17608525,0.24,292805,142057,48.52
msdoor.mtx,parallel,-O3,guided,10,16,2,0.048246,7202348387,17554591,0.24,292453,144813,49.52
msdoor.mtx,parallel,-O3,guided,10,16,3,0.044188,7202672990,17555151,0.24,292843,142984,48.83
msdoor.mtx,parallel,-O3,guided,10,16,4,0.047100,7202190656,17748403,0.25,292867,143775,49.09
msdoor.mtx,parallel,-O3,guided,10,16,5,0.043658,7202139738,17449609,0.24,292725,143875,49.15
msdoor.mtx,parallel,-O3,guided,10,16,6,0.047695,7202667253,17605760,0.24,293110,143610,49.00
msdoor.mtx,parallel,-O3,guided,10,16,7,0.041698,7202721352,17665034,0.25,292627,143791,49.14
msdoor.mtx,parallel,-O3,guided,10,16,8,0.038545,7203052149,17521277,0.24,294789,145042,49.20
msdoor.mtx,parallel,-O3,guided,10,16,9,0.043297,7202506455,17582221,0.24,295186,144084,48.81
msdoor.mtx,parallel,-O3,guided,10,16,10,0.042432,7202230947,17597193,0.24,293692,143955,49.02
msdoor.mtx,parallel,-O3,guided,10,32,1,0.044155,7210053278,17504473,0.24,310884,153123,49.25
msdoor.mtx,parallel,-O3,guided,10,32,2,0.041430,7209636869,17624596,0.24,306994,150745,49.10
msdoor.mtx,parallel,-O3,guided,10,32,3,0.041067,7211321578,17674544,0.25,309673,150916,48.73
msdoor.mtx,parallel,-O3,guided,10,32,4,0.042098,7209126640,17679637,0.25,309649,150355,48.56
msdoor.mtx,parallel,-O3,guided,10,32,5,0.044079,7209181165,17647774,0.24,309369,153013,49.46
msdoor.mtx,parallel,-O3,guided,10,32,6,0.042335,7210748416,17580098,0.24,304989,144681,47.44
msdoor.mtx,parallel,-O3,guided,10,32,7,0.044802,7208483393,17557780,0.24,309756,150765,48.67
msdoor.mtx,parallel,-O3,guided,10,32,8,0.046381,7208354312,17807688,0.25,307258,151455,49.29
msdoor.mtx,parallel,-O3,guided,10,32,9,0.040379,7208400665,17728397,0.25,308800,150419,48.71
msdoor.mtx,parallel,-O3,guided,10,32,10,0.043333,7208766503,17596416,0.24,309090,151036,48.86
msdoor.mtx,parallel,-O3,guided,10,64,1,0.054165,7233005469,17733449,0.25,331788,161486,48.67
msdoor.mtx,parallel,-O3,guided,10,64,2,0.056895,7246521145,17949397,0.25,331972,161637,48.69
msdoor.mtx,parallel,-O3,guided,10,64,3,0.062134,7249517407,17404668,0.24,309831,140365,45.30
msdoor.mtx,parallel,-O3,guided,10,64,4,0.061548,7248823925,17943852,0.25,335579,164296,48.96
msdoor.mtx,parallel,-O3,guided,10,64,5,0.056729,7232903579,17962263,0.25,333298,160599,48.18
msdoor.mtx,parallel,-O3,guided,10,64,6,0.056636,7245750191,17778136,0.25,334263,163864,49.02
msdoor.mtx,parallel,-O3,guided,10,64,7,0.057161,7243781204,17959192,0.25,335885,164541,48.99
msdoor.mtx,parallel,-O3,guided,10,64,8,0.056756,7244557767,17502267,0.24,331335,160290,48.38
msdoor.mtx,parallel,-O3,guided,10,64,9,0.056747,7248945440,17847398,0.25,333359,161361,48.40
msdoor.mtx,parallel,-O3,guided,10,64,10,0.061698,7249404713,18061467,0.25,331593,163966,49.45
msdoor.mtx,parallel,-O3,guided,100,1,1,0.018229,7197235794,17111111,0.24,280399,119934,42.77
msdoor.mtx,parallel,-O3,guided,100,1,2,0.017792,7197235772,16877647,0.23,280133,119422,42.63
msdoor.mtx,parallel,-O3,guided,100,1,3,0.017994,7197235761,16954627,0.24,279664,120070,42.93
msdoor.mtx,parallel,-O3,guided,100,1,4,0.017886,7197235698,16828513,0.23,281738,120560,42.79
msdoor.mtx,parallel,-O3,guided,100,1,5,0.017856,7197235780,16955166,0.24,282168,120546,42.72
msdoor.mtx,parallel,-O3,guided,100,1,6,0.018247,7197235673,16581932,0.23,254911,96176,37.73
msdoor.mtx,parallel,-O3,guided,100,1,7,0.018457,7197235739,16889774,0.23,280946,121307,43.18
msdoor.mtx,parallel,-O3,guided,100,1,8,0.019953,7197235741,17270986,0.24,272769,117596,43.11
msdoor.mtx,parallel,-O3,guided,100,1,9,0.017838,7197235729,16964938,0.24,280910,119475,42.53
msdoor.mtx,parallel,-O3,guided,100,1,10,0.018182,7197235661,16398883,0.23,256861,96445,37.55
msdoor.mtx,parallel,-O3,guided,100,2,1,0.023223,7197542641,17336414,0.24,282714,121165,42.86
msdoor.mtx,parallel,-O3,guided,100,2,2,0.024022,7197542497,17174474,0.24,280875,121053,43.10
msdoor.mtx,parallel,-O3,guided,100,2,3,0.022191,7197542763,17325492,0.24,282578,123947,43.86
msdoor.mtx,parallel,-O3,guided,100,2,4,0.021638,7197542616,17363961,0.24,283024,120899,42.72
msdoor.mtx,parallel,-O3,guided,100,2,5,0.023632,7197542493,17378920,0.24,279495,121188,43.36
msdoor.mtx,parallel,-O3,guided,100,2,6,0.020730,7197575268,17285682,0.24,284882,120532,42.31
msdoor.mtx,parallel,-O3,guided,100,2,7,0.022170,7197542184,17420767,0.24,277945,120744,43.44
msdoor.mtx,parallel,-O3,guided,100,2,8,0.022118,7197542758,17263221,0.24,278672,119454,42.87
msdoor.mtx,parallel,-O3,guided,100,2,9,0.023062,7197542824,17319424,0.24,277852,121251,43.64
msdoor.mtx,parallel,-O3,guided,100,2,10,0.023504,7197543824,17532601,0.24,281041,120827,42.99
msdoor.mtx,parallel,-O3,guided,100,4,1,0.036794,7198293123,17337913,0.24,290046,131602,45.37
msdoor.mtx,parallel,-O3,guided,100,4,2,0.035495,7198329914,17361795,0.24,288552,129907,45.02
msdoor.mtx,parallel,-O3,guided,100,4,3,0.038160,7198565913,17060656,0.24,297958,137562,46.17
msdoor.mtx,parallel,-O3,guided,100,4,4,0.037519,7198636715,17273088,0.24,288782,134923,46.72
msdoor.mtx,parallel,-O3,guided,100,4,5,0.034963,7198797908,17489524,0.24,291185,130402,44.78
msdoor.mtx,parallel,-O3,guided,100,4,6,0.035827,7198781254,17457134,0.24,290937,133248,45.80
msdoor.mtx,parallel,-O3,guided,100,4,7,0.036855,7198243627,17219186,0.24,291230,128542,44.14
msdoor.mtx,parallel,-O3,guided,100,4,8,0.034815,7198819386,17320283,0.24,290836,129906,44.67
msdoor.mtx,parallel,-O3,guided,100,4,9,0.034892,7198677679,17144892,0.24,288393,131087,45.45
msdoor.mtx,parallel,-O3,guided,100,4,10,0.038116,7198314262,17329229,0.24,289412,129314,44.68
msdoor.mtx,parallel,-O3,guided,100,8,1,0.041905,7199404305,17430153,0.24,287841,137588,47.80
msdoor.mtx,parallel,-O3,guided,100,8,2,0.046851,7199719271,17381239,0.24,287989,137997,47.92
msdoor.mtx,parallel,-O3,guided,100,8,3,0.039533,7200272701,17375524,0.24,287639,137963,47.96
msdoor.mtx,parallel,-O3,guided,100,8,4,0.040540,7200120372,17481818,0.24,287945,138126,47.97
msdoor.mtx,parallel,-O3,guided,100,8,5,0.043036,7199714394,17599864,0.24,287505,137055,47.67
msdoor.mtx,parallel,-O3,guided,100,8,6,0.042850,7199682186,16818846,0.23,263772,112590,42.68
msdoor.mtx,parallel,-O3,guided,100,8,7,0.044715,7199548652,17470196,0.24,287081,139865,48.72
msdoor.mtx,parallel,-O3,guided,100,8,8,0.048041,7200264980,17060833,0.24,259493,112623,43.40
msdoor.mtx,parallel,-O3,guided,100,8,9,0.039642,7200084379,16825264,0.23,262904,111774,42.52
msdoor.mtx,parallel,-O3,guided,100,8,10,0.048122,7199467574,17410427,0.24,285300,134859,47.27
msdoor.mtx,parallel,-O3,guided,100,16,1,0.038354,7202532391,17468597,0.24,296039,145016,48.99
msdoor.mtx,parallel,-O3,guided,100,16,2,0.045047,7203703493,17347278,0.24,292598,138552,47.35
msdoor.mtx,parallel,-O3,guided,100,16,3,0.041103,7202185758,17444306,0.24,291985,142792,48.90
msdoor.mtx,parallel,-O3,guided,100,16,4,0.044992,7202566186,17595051,0.24,289867,140225,48.38
msdoor.mtx,parallel,-O3,guided,100,16,5,0.043302,7202418640,17480282,0.24,293141,142670,48.67
msdoor.mtx,parallel,-O3,guided,100,16,6,0.042524,7202292671,17655677,0.25,289056,142282,49.22
msdoor.mtx,parallel,-O3,guided,100,16,7,0.043436,7202273389,17577070,0.24,293280,143408,48.90
msdoor.mtx,parallel,-O3,guided,100,16,8,0.043900,7202003608,17594078,0.24,293145,143759,49.04
msdoor.mtx,parallel,-O3,guided,100,16,9,0.046325,7202566165,17432421,0.24,293638,143951,49.02
msdoor.mtx,parallel,-O3,guided,100,16,10,0.043165,7202482846,17383776,0.24,292821,143777,49.10
msdoor.mtx,parallel,-O3,guided,100,32,1,0.043820,7208873555,17632486,0.24,307001,148917,48.51
msdoor.mtx,parallel,-O3,guided,100,32,2,0.045168,7209907571,17631853,0.24,308648,150777,48.85
msdoor.mtx,parallel,-O3,guided,100,32,3,0.042183,7208313057,17525846,0.24,308531,147896,47.94
msdoor.mtx,parallel,-O3,guided,100,32,4,0.040931,7210099450,17764462,0.25,307857,148216,48.14
msdoor.mtx,parallel,-O3,guided,100,32,5,0.044087,7211533506,17641718,0.24,307644,146791,47.71
msdoor.mtx,parallel,-O3,guided,100,32,6,0.042766,7209906227,17080228,0.24,283675,126272,44.51
msdoor.mtx,parallel,-O3,guided,100,32,7,0.042991,7210005079,17735011,0.25,309070,150003,48.53
msdoor.mtx,parallel,-O3,guided,100,32,8,0.042644,7208861635,17614892,0.24,307263,150759,49.07
msdoor.mtx,parallel,-O3,guided,100,32,9,0.042228,7209700810,17532759,0.24,306933,147162,47.95
msdoor.mtx,parallel,-O3,guided,100,32,10,0.037905,7213821875,17394931,0.24,307771,151239,49.14
msdoor.mtx,parallel,-O3,guided,100,64,1,0.057412,7236052811,17716813,0.24,334216,161698,48.38
msdoor.mtx,parallel,-O3,guided,100,64,2,0.057489,7243787107,17882497,0.25,331950,163167,49.15
msdoor.mtx,parallel,-O3,guided,100,64,3,0.056882,7237289336,17855374,0.25,330024,159951,48.47
msdoor.mtx,parallel,-O3,guided,100,64,4,0.057002,7237998429,17716403,0.24,327735,157372,48.02
msdoor.mtx,parallel,-O3,guided,100,64,5,0.055395,7233204516,17773681,0.25,330236,162020,49.06
msdoor.mtx,parallel,-O3,guided,100,64,6,0.056974,7249219658,17797769,0.25,327796,155669,47.49
msdoor.mtx,parallel,-O3,guided,100,64,7,0.056998,7239763904,17784547,0.25,330264,157070,47.56
msdoor.mtx,parallel,-O3,guided,100,64,8,0.056881,7246298378,17753883,0.25,330795,160683,48.57
msdoor.mtx,parallel,-O3,guided,100,64,9,0.053884,7233467447,17923280,0.25,332429,164200,49.39
msdoor.mtx,parallel,-O3,guided,100,64,10,0.056857,7238634211,17787596,0.25,328395,158762,48.34
msdoor.mtx,parallel,-O3,guided,1000,1,1,0.018222,7197235685,16414679,0.23,255181,97420,38.18
msdoor.mtx,parallel,-O3,guided,1000,1,2,0.017757,7197235749,17109101,0.24,281650,121888,43.28
msdoor.mtx,parallel,-O3,guided,1000,1,3,0.018339,7197235652,16624796,0.23,257055,96466,37.53
msdoor.mtx,parallel,-O3,guided,1000,1,4,0.018364,7197235648,16461936,0.23,257977,97452,37.78
msdoor.mtx,parallel,-O3,guided,1000,1,5,0.017798,7197235724,17199327,0.24,281473,121559,43.19
msdoor.mtx,parallel,-O3,guided,1000,1,6,0.018240,7197235648,16512060,0.23,258659,95741,37.01
msdoor.mtx,parallel,-O3,guided,1000,1,7,0.018480,7197235780,17053910,0.24,282504,120985,42.83
msdoor.mtx,parallel,-O3,guided,1000,1,8,0.017912,7197235711,16901970,0.23,280809,119789,42.66
msdoor.mtx,parallel,-O3,guided,1000,1,9,0.017943,7197235758,16773426,0.23,281492,119081,42.30
msdoor.mtx,parallel,-O3,guided,1000,1,10,0.017807,7197235734,17111276,0.24,280980,121256,43.15
msdoor.mtx,parallel,-O3,guided,1000,2,1,0.023584,7197542609,17342433,0.24,277894,121234,43.63
msdoor.mtx,parallel,-O3,guided,1000,2,2,0.024165,7197542420,17194579,0.24,280620,121633,43.34
msdoor.mtx,parallel,-O3,guided,1000,2,3,0.021649,7197551588,17323891,0.24,285963,121962,42.65
msdoor.mtx,parallel,-O3,guided,1000,2,4,0.022071,7197542355,16857516,0.23,255074,97340,38.16
msdoor.mtx,parallel,-O3,guided,1000,2,5,0.021419,7197542741,17323428,0.24,287657,121607,42.28
msdoor.mtx,parallel,-O3,guided,1000,2,6,0.022248,7197542014,17172266,0.24,256583,97708,38.08
msdoor.mtx,parallel,-O3,guided,1000,2,7,0.025201,7197542523,17379630,0.24,281169,121039,43.05
msdoor.mtx,parallel,-O3,guided,1000,2,8,0.023829,7197542335,17415209,0.24,281376,121007,43.01
msdoor.mtx,parallel,-O3,guided,1000,2,9,0.022704,7197541496,17523604,0.24,280790,120571,42.94
msdoor.mtx,parallel,-O3,guided,1000,2,10,0.020640,7197585571,17107639,0.24,282578,121079,42.85
msdoor.mtx,parallel,-O3,guided,1000,4,1,0.034068,7198639538,17124029,0.24,291386,129855,44.56
msdoor.mtx,parallel,-O3,guided,1000,4,2,0.035239,7198740442,17298539,0.24,287316,132331,46.06
msdoor.mtx,parallel,-O3,guided,1000,4,3,0.038325,7198334889,17183722,0.24,288251,128563,44.60
msdoor.mtx,parallel,-O3,guided,1000,4,4,0.034506,7198611373,17015774,0.24,286994,131454,45.80
msdoor.mtx,parallel,-O3,guided,1000,4,5,0.033300,7198782692,17379616,0.24,290211,132637,45.70
msdoor.mtx,parallel,-O3,guided,1000,4,6,0.035582,7198725405,17111126,0.24,291869,132690,45.46
msdoor.mtx,parallel,-O3,guided,1000,4,7,0.037361,7198676341,16902098,0.23,290338,129057,44.45
msdoor.mtx,parallel,-O3,guided,1000,4,8,0.033788,7198733946,17274728,0.24,289628,129204,44.61
msdoor.mtx,parallel,-O3,guided,1000,4,9,0.033609,7198764410,17195464,0.24,287631,128762,44.77
msdoor.mtx,parallel,-O3,guided,1000,4,10,0.037917,7198814508,17234618,0.24,287441,131418,45.72
msdoor.mtx,parallel,-O3,guided,1000,8,1,0.046391,7200336079,17430991,0.24,285822,138179,48.34
msdoor.mtx,parallel,-O3,guided,1000,8,2,0.046221,7200229370,17454911,0.24,286095,136422,47.68
msdoor.mtx,parallel,-O3,guided,1000,8,3,0.038139,7199901002,17560657,0.24,288534,138394,47.96
msdoor.mtx,parallel,-O3,guided,1000,8,4,0.039821,7200377305,17369448,0.24,288487,137713,47.74
msdoor.mtx,parallel,-O3,guided,1000,8,5,0.039977,7200250629,17445102,0.24,286440,136561,47.68
msdoor.mtx,parallel,-O3,guided,1000,8,6,0.040991,7200020921,17302989,0.24,285883,139046,48.64
msdoor.mtx,parallel,-O3,guided,1000,8,7,0.047872,7200308678,17587466,0.24,286569,137427,47.96
msdoor.mtx,parallel,-O3,guided,1000,8,8,0.044529,7199767161,17611560,0.24,289261,136255,47.10
msdoor.mtx,parallel,-O3,guided,1000,8,9,0.047232,7200159391,17327026,0.24,289363,136934,47.32
msdoor.mtx,parallel,-O3,guided,1000,8,10,0.041741,7200244496,17151621,0.24,289809,134478,46.40
msdoor.mtx,parallel,-O3,guided,1000,16,1,0.042352,7202724729,17616504,0.24,291684,143380,49.16
msdoor.mtx,parallel,-O3,guided,1000,16,2,0.045484,7202545391,17589197,0.24,289519,142046,49.06
msdoor.mtx,parallel,-O3,guided,1000,16,3,0.039508,7202713980,17415861,0.24,293828,143141,48.72
msdoor.mtx,parallel,-O3,guided,1000,16,4,0.043365,7203155262,17624662,0.24,293881,144974,49.33
msdoor.mtx,parallel,-O3,guided,1000,16,5,0.044493,7202756337,17400561,0.24,294868,144024,48.84
msdoor.mtx,parallel,-O3,guided,1000,16,6,0.047381,7202934893,17648917,0.25,292588,142336,48.65
msdoor.mtx,parallel,-O3,guided,1000,16,7,0.041515,7202528438,17457932,0.24,292944,142402,48.61
msdoor.mtx,parallel,-O3,guided,1000,16,8,0.047469,7202603338,17485509,0.24,289604,141022,48.69
msdoor.mtx,parallel,-O3,guided,1000,16,9,0.041207,7202818048,17613350,0.24,293495,143293,48.82
msdoor.mtx,parallel,-O3,guided,1000,16,10,0.042118,7202492481,17747360,0.25,290622,142619,49.07
msdoor.mtx,parallel,-O3,guided,1000,32,1,0.044355,7210439034,17915747,0.25,307579,147897,48.08
msdoor.mtx,parallel,-O3,guided,1000,32,2,0.041695,7210154573,17716265,0.25,306481,151910,49.57
msdoor.mtx,parallel,-O3,guided,1000,32,3,0.040698,7210245127,17527139,0.24,305073,147154,48.24
msdoor.mtx,parallel,-O3,guided,1000,32,4,0.042196,7210331724,17589856,0.24,303814,146985,48.38
msdoor.mtx,parallel,-O3,guided,1000,32,5,0.043326,7210125500,17652619,0.24,306922,150288,48.97
msdoor.mtx,parallel,-O3,guided,1000,32,6,0.042584,7210918215,17627904,0.24,305133,150110,49.19
msdoor.mtx,parallel,-O3,guided,1000,32,7,0.042651,7211156564,17000061,0.24,282317,122184,43.28
msdoor.mtx,parallel,-O3,guided,1000,32,8,0.044686,7209548792,17644402,0.24,304369,146709,48.20
