num_procs,rank,matrix,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
32,3,bcsstk27,0.26399786449999996,0.2639913316,883,811,1766,6.532899999966979e-06
32,3,msdoor,0.2668987512,0.26403381789999997,325977,305527,651954,0.0028649333000000388
32,3,tmt_sym,0.22819130459999998,0.22749869829999997,90504,66172,181008,0.0006926063000000093
32,4,Andrews,0.2241697314,0.22402534440000002,12572,10228,25144,0.00014438699999996807
32,4,Hook_1498,0.416593742,0.353918147,973707,905877,1947414,0.06267559499999997
32,4,bcsstk27,0.1920234679,0.1920126436,934,861,1868,1.0824299999989684e-05
32,4,msdoor,0.1632681604,0.15916783769999998,318486,298128,636972,0.00410032270000002
32,4,tmt_sym,0.13606505429999996,0.13522040819999998,90855,66736,181710,0.000844646099999985
32,5,Andrews,0.22430167229999998,0.2241724733,12980,10629,25960,0.00012919899999996876
32,5,Hook_1498,0.3256643768,0.2625616554,974330,906534,1948660,0.0631027214
32,5,bcsstk27,0.1922252421,0.1922152039,894,820,1788,1.0038200000006547e-05
32,5,msdoor,0.1310255051,0.1287403347,321070,300588,642140,0.0022851704000000084
32,5,tmt_sym,0.13220808509999998,0.131429648,90698,66358,181396,0.0007784370999999735
32,6,Andrews,0.2242559672,0.2241299389,12755,10404,25510,0.00012602829999999732
32,6,Hook_1498,0.42018208549999997,0.3298518896,975166,907255,1950332,0.09033019589999997
32,6,bcsstk27,0.1594377758,0.1594288589,933,859,1866,8.916899999988903e-06
32,6,msdoor,0.1309992071,0.1281994104,322055,301668,644110,0.0027997966999999957
32,6,tmt_sym,0.13291230199999998,0.13212778579999998,90565,66295,181130,0.0007845162000000017
32,7,Andrews,0.2682959552,0.2682020188,12849,10485,25698,9.393639999999426e-05
32,7,Hook_1498,0.271820021,0.2639981751,976100,907979,1952200,0.007821845900000013
32,7,bcsstk27,0.1760060546,0.17600071420000002,898,825,1796,5.340399999970158e-06
32,7,msdoor,0.2668541435,0.2640213964,324351,304094,648702,0.002832747099999977
32,7,tmt_sym,0.10725665069999996,0.10655930019999996,90947,66907,181894,0.0006973504999999991
32,8,Andrews,0.22415809599999997,0.2240166424,12629,10321,25258,0.00014145359999997997
32,8,Hook_1498,0.39291105239999996,0.32519257059999995,975096,906823,1950192,0.06771848180000001
32,8,bcsstk27,0.1603243826,0.1603133917,915,842,1830,1.0990900000007464e-05
32,8,msdoor,0.1316777466,0.12870175879999998,320048,299530,640096,0.002975987800000024
32,8,tmt_sym,0.16433508389999998,0.16346125579999998,90701,66857,181402,0.0008738281000000014
32,9,Andrews,0.2241473433,0.2240229366,12900,10561,25800,0.00012440669999999598
32,9,Hook_1498,0.3611162903,0.2950840711,973981,905835,1947962,0.06603221919999996
32,9,bcsstk27,0.1920204641,0.1920104978,879,807,1758,9.966299999997208e-06
32,9,msdoor,0.1306767939,0.1283436295,322781,302270,645562,0.002333164400000004
32,9,tmt_sym,0.1320200916,0.1312336682,90753,66859,181506,0.0007864234000000137
32,10,Andrews,0.224244237,0.2241201163,12701,10351,25402,0.00012412070000000774
32,10,Hook_1498,0.3581613305,0.293377256,974666,906565,1949332,0.06478407450000001
32,10,bcsstk27,0.15911629189999998,0.1591101173,899,827,1798,6.174599999991814e-06
32,10,msdoor,0.130934429,0.12806818479999998,323971,303751,647942,0.0028662442000000066
32,10,tmt_sym,0.1364222048,0.13557410219999996,90819,66572,181638,0.0008481026000000391
32,11,Andrews,0.264100695,0.2640041112,12953,10594,25906,9.658379999999411e-05
32,11,Hook_1498,0.35978536569999997,0.3520395998,975804,907729,1951608,0.007745765899999979
32,11,bcsstk27,0.1760067467,0.1760014292,866,794,1732,5.317499999990538e-06
32,11,msdoor,0.2674220798,0.26458957229999996,326617,306299,653234,0.0028325075000000255
32,11,tmt_sym,0.17672920239999998,0.1760031459,90791,66647,181582,0.0007260564999999886
32,12,Andrews,0.1932191614,0.1930792811,12520,10190,25040,0.00013988030000000595
32,12,Hook_1498,0.35275187529999996,0.2632949355,977977,909709,1955954,0.08945693979999997
32,12,bcsstk27,0.16002137689999998,0.1600091455,904,832,1808,1.223139999997902e-05
32,12,msdoor,0.1633420226,0.1323595765,319286,298847,638572,0.030982446100000005
32,12,tmt_sym,0.10754413639999996,0.10667891469999997,90754,66616,181508,0.0008652216999999879
32,13,Andrews,0.1953506233,0.19522542989999997,12969,10626,25938,0.00012519340000002877
32,13,Hook_1498,0.35974905479999997,0.2936420206,977237,909137,1954474,0.06610703419999997
32,13,bcsstk27,0.16022803789999998,0.1602171658,874,801,1748,1.0872099999975626e-05
32,13,msdoor,0.13091032479999998,0.1284934524,321644,301434,643288,0.002416872399999964
32,13,tmt_sym,0.13352699259999998,0.1327282193,90682,66527,181364,0.0007987732999999719
32,14,Andrews,0.2242465262,0.2241260532,12670,10331,25340,0.00012047299999998207
32,14,Hook_1498,0.35868186969999993,0.2950165036,978414,910237,1956828,0.06366536609999995
